round,driverId,q1,q2,q3,year
19,832,1:33.916,1:33.422,1:32.847,2019
19,846,1:33.353,1:33.316,1:33.175,2019
19,817,1:33.835,1:33.608,1:33.488,2019
19,842,1:33.556,1:33.715,1:33.601,2019
19,807,1:34.092,1:33.815,,2019
19,825,1:33.812,1:33.979,,2019
19,826,1:34.138,1:33.989,,2019
19,840,1:33.921,1:34.100,,2019
19,154,1:34.161,1:34.158,,2019
19,841,1:34.226,,,2019
19,8,1:34.369,,,2019
19,847,1:35.372,,,2019
19,815,1:35.808,,,2019
19,9,1:35.889,,,2019
20,830,1:08.242,1:07.503,1:07.508,2019
20,20,1:08.556,1:08.050,1:07.631,2019
20,1,1:08.614,1:08.088,1:07.699,2019
20,844,1:08.496,1:07.888,1:07.728,2019
20,822,1:08.545,1:08.232,1:07.874,2019
20,848,1:08.503,1:08.117,1:07.935,2019
20,842,1:08.909,1:08.770,1:08.837,2019
20,154,1:09.197,1:08.705,1:08.854,2019
20,8,1:09.276,1:08.858,1:08.984,2019
20,825,1:08.875,1:08.803,1:09.037,2019
20,846,1:08.891,1:08.868,,2019
20,817,1:09.086,1:08.903,,2019
20,841,1:09.175,1:08.919,,2019
20,807,1:09.050,1:08.921,,2019
20,815,1:09.288,1:09.035,,2019
20,826,1:09.320,,,2019
20,840,1:09.536,,,2019
20,847,1:10.126,,,2019
20,9,1:10.614,,,2019
20,832,,,,2019
21,1,1:35.851,1:35.634,1:34.779,2019
21,822,1:36.200,1:35.674,1:34.973,2019
21,830,1:36.390,1:36.275,1:35.139,2019
21,844,1:36.478,1:35.543,1:35.219,2019
21,20,1:36.963,1:35.786,1:35.339,2019
21,848,1:36.102,1:36.718,1:35.682,2019
21,846,1:37.545,1:36.764,1:36.436,2019
21,817,1:37.106,1:36.785,1:36.456,2019
21,832,1:37.358,1:36.308,1:36.459,2019
21,807,1:37.506,1:36.859,1:36.710,2019
21,815,1:36.961,1:37.055,,2019
21,842,1:37.198,1:37.089,,2019
21,840,1:37.528,1:37.103,,2019
21,826,1:37.683,1:37.141,,2019
21,825,1:37.710,1:37.254,,2019
21,154,1:38.051,,,2019
21,841,1:38.114,,,2019
21,8,1:38.383,,,2019
21,847,1:38.717,,,2019
21,9,1:39.236,,,2019
1,822,1:04.111,1:03.015,1:02.939,2020
1,1,1:04.198,1:03.096,1:02.951,2020
1,830,1:04.024,1:04.000,1:03.477,2020
1,846,1:04.606,1:03.819,1:03.626,2020
1,848,1:04.661,1:03.746,1:03.868,2020
1,815,1:04.543,1:03.860,1:03.868,2020
1,844,1:04.500,1:04.041,1:03.923,2020
1,832,1:04.537,1:03.971,1:03.971,2020
1,840,1:04.309,1:03.955,1:04.029,2020
1,817,1:04.556,1:04.023,1:04.239,2020
1,20,1:04.554,1:04.206,,2020
1,842,1:04.603,1:04.305,,2020
1,826,1:05.031,1:04.431,,2020
1,839,1:04.933,1:04.643,,2020
1,154,1:05.094,1:04.691,,2020
1,825,1:05.164,,,2020
1,847,1:05.167,,,2020
1,841,1:05.175,,,2020
1,8,1:05.224,,,2020
1,849,1:05.757,,,2020
2,1,1:18.188,1:17.825,1:19.273,2020
2,830,1:18.297,1:17.938,1:20.489,2020
2,832,1:18.590,1:18.836,1:20.671,2020
2,822,1:18.791,1:18.657,1:20.701,2020
2,839,1:19.687,1:18.764,1:20.922,2020
2,846,1:18.504,1:18.448,1:20.925,2020
2,848,1:20.882,1:19.014,1:21.011,2020
2,842,1:20.192,1:18.744,1:21.028,2020
2,817,1:19.662,1:19.229,1:21.192,2020
2,20,1:20.243,1:19.545,1:21.651,2020
2,844,1:20.871,1:19.628,,2020
2,847,1:20.382,1:19.636,,2020
2,840,1:19.697,1:19.645,,2020
2,826,1:19.824,1:19.717,,2020
2,825,1:21.140,1:20.211,,2020
2,8,1:21.140,,,2020
2,815,1:21.607,,,2020
2,849,1:21.759,,,2020
2,841,1:21.831,,,2020
2,154,,,,2020
3,822,1:15.474,1:14.530,1:13.554,2020
3,840,1:14.895,1:15.176,1:14.377,2020
3,815,1:14.681,1:15.394,1:14.545,2020
3,20,1:15.455,1:15.131,1:14.774,2020
3,844,1:15.793,1:15.006,1:14.817,2020
3,830,1:15.495,1:14.976,1:14.849,2020
3,846,1:15.444,1:15.085,1:14.966,2020
3,832,1:15.281,1:15.267,1:15.027,2020
3,842,1:15.767,1:15.508,,2020
3,817,1:15.848,1:15.661,,2020
3,847,1:15.585,1:15.698,,2020
3,848,1:15.722,1:15.715,,2020
3,839,1:15.719,1:15.742,,2020
3,849,1:16.105,1:16.544,,2020
3,825,1:16.152,,,2020
3,826,1:16.204,,,2020
3,154,1:16.407,,,2020
3,841,1:16.506,,,2020
3,8,1:16.614,,,2020
3,1,1:14.907,1:14.261,1:13.447,2020
4,1,1:25.900,1:25.347,1:24.303,2020
4,822,1:25.801,1:25.015,1:24.616,2020
4,830,1:26.115,1:26.144,1:25.325,2020
4,844,1:26.550,1:26.203,1:25.427,2020
4,846,1:26.855,1:26.420,1:25.782,2020
4,840,1:26.243,1:26.501,1:25.839,2020
4,832,1:26.715,1:26.149,1:25.965,2020
4,817,1:26.677,1:26.339,1:26.009,2020
4,839,1:26.396,1:26.252,1:26.209,2020
4,20,1:26.469,1:26.455,1:26.339,2020
4,842,1:26.343,1:26.501,,2020
4,848,1:26.565,1:26.545,,2020
4,807,1:26.327,1:26.566,,2020
4,826,1:26.774,1:26.744,,2020
4,847,1:26.732,1:27.092,,2020
4,825,1:27.158,,,2020
4,841,1:27.164,,,2020
4,8,1:27.366,,,2020
4,154,1:27.643,,,2020
4,849,1:27.705,,,2020
5,822,1:26.738,1:25.785,1:25.154,2020
5,1,1:26.818,1:26.266,1:25.217,2020
5,807,1:27.279,1:26.261,1:26.082,2020
5,830,1:27.154,1:26.779,1:26.176,2020
5,817,1:27.442,1:26.636,1:26.297,2020
5,840,1:27.187,1:26.674,1:26.428,2020
5,842,1:27.154,1:26.523,1:26.534,2020
5,844,1:27.427,1:26.709,1:26.614,2020
5,848,1:27.153,1:26.642,1:26.669,2020
5,846,1:27.217,1:26.885,1:26.778,2020
5,839,1:27.278,1:27.011,,2020
5,20,1:27.612,1:27.078,,2020
5,832,1:27.450,1:27.083,,2020
5,154,1:27.519,1:27.254,,2020
5,847,1:27.757,1:27.455,,2020
5,826,1:27.882,,,2020
5,825,1:28.236,,,2020
5,849,1:28.430,,,2020
5,841,1:28.433,,,2020
5,8,1:28.493,,,2020
6,1,1:16.872,1:16.013,1:15.584,2020
6,822,1:17.243,1:16.152,1:15.643,2020
6,830,1:17.213,1:16.518,1:16.292,2020
6,815,1:17.117,1:16.936,1:16.482,2020
6,840,1:17.316,1:16.666,1:16.589,2020
6,848,1:17.419,1:17.163,1:17.029,2020
6,832,1:17.438,1:16.876,1:17.044,2020
6,846,1:17.577,1:17.166,1:17.084,2020
6,844,1:17.256,1:16.953,1:17.087,2020
6,842,1:17.356,1:16.800,1:17.136,2020
6,20,1:17.573,1:17.168,,2020
6,826,1:17.676,1:17.192,,2020
6,817,1:17.667,1:17.198,,2020
6,8,1:17.797,1:17.386,,2020
6,839,1:17.765,1:17.567,,2020
6,825,1:17.908,,,2020
6,154,1:18.089,,,2020
6,847,1:18.099,,,2020
6,849,1:18.532,,,2020
6,841,1:18.697,,,2020
7,1,1:42.323,1:42.014,1:41.252,2020
7,822,1:42.534,1:42.126,1:41.763,2020
7,830,1:43.197,1:42.473,1:41.778,2020
7,817,1:43.309,1:42.487,1:42.061,2020
7,848,1:43.418,1:42.193,1:42.264,2020
7,839,1:43.505,1:42.534,1:42.396,2020
7,832,1:43.322,1:42.478,1:42.438,2020
7,815,1:43.349,1:42.670,1:42.532,2020
7,840,1:43.265,1:42.491,1:42.603,2020
7,846,1:43.514,1:42.722,1:42.657,2020
7,826,1:43.267,1:42.730,,2020
7,842,1:43.262,1:42.745,,2020
7,844,1:43.656,1:42.996,,2020
7,20,1:43.567,1:43.261,,2020
7,847,1:43.630,1:43.468,,2020
7,8,1:43.743,,,2020
7,154,1:43.838,,,2020
7,841,1:43.950,,,2020
7,849,1:44.138,,,2020
7,825,1:44.314,,,2020
8,1,1:19.514,1:19.092,1:18.887,2020
8,822,1:19.786,1:18.952,1:18.956,2020
8,832,1:20.099,1:19.705,1:19.695,2020
8,815,1:20.048,1:19.718,1:19.720,2020
8,830,1:20.193,1:19.780,1:19.795,2020
8,846,1:20.344,1:19.962,1:19.820,2020
8,817,1:20.548,1:20.031,1:19.864,2020
8,840,1:20.400,1:19.924,1:20.049,2020
8,848,1:21.104,1:20.064,1:20.090,2020
8,842,1:20.145,1:19.909,1:20.177,2020
8,826,1:20.307,1:20.169,,2020
8,839,1:20.747,1:20.234,,2020
8,844,1:20.443,1:20.273,,2020
8,8,1:21.010,1:20.926,,2020
8,825,1:20.869,1:21.573,,2020
8,154,1:21.139,,,2020
8,20,1:21.151,,,2020
8,841,1:21.206,,,2020
8,847,1:21.587,,,2020
8,849,1:21.717,,,2020
9,1,1:15.778,1:15.309,1:15.144,2020
9,822,1:15.749,1:15.322,1:15.203,2020
9,830,1:16.335,1:15.471,1:15.509,2020
9,848,1:16.527,1:15.914,1:15.954,2020
9,844,1:16.698,1:16.324,1:16.270,2020
9,815,1:16.596,1:16.489,1:16.311,2020
9,840,1:16.701,1:16.271,1:16.356,2020
9,817,1:16.981,1:16.243,1:16.543,2020
9,832,1:16.993,1:16.522,1:17.870,2020
9,839,1:16.825,1:16.297,,2020
9,846,1:16.895,1:16.640,,2020
9,826,1:16.928,1:16.854,,2020
9,8,1:17.059,1:16.854,,2020
9,20,1:17.072,1:16.858,,2020
9,154,1:17.069,1:17.254,,2020
9,842,1:17.125,,,2020
9,841,1:17.220,,,2020
9,847,1:17.232,,,2020
9,849,1:17.320,,,2020
9,825,1:17.348,,,2020
10,1,1:32.983,1:32.835,1:31.304,2020
10,830,1:33.630,1:33.157,1:31.867,2020
10,822,1:32.656,1:32.405,1:31.956,2020
10,815,1:33.704,1:33.038,1:32.317,2020
10,817,1:33.650,1:32.218,1:32.364,2020
10,832,1:33.967,1:32.757,1:32.550,2020
10,839,1:33.557,1:33.196,1:32.624,2020
10,846,1:33.804,1:33.081,1:32.847,2020
10,842,1:33.734,1:33.139,1:33.000,2020
10,848,1:33.919,1:33.153,1:33.008,2020
10,844,1:34.071,1:33.239,,2020
10,826,1:33.511,1:33.249,,2020
10,840,1:33.852,1:33.364,,2020
10,847,1:34.020,1:33.583,,2020
10,20,1:34.134,1:33.609,,2020
10,154,1:34.592,,,2020
10,841,1:34.594,,,2020
10,825,1:34.681,,,2020
10,849,1:35.066,,,2020
10,8,1:35.267,,,2020
11,822,1:26.573,1:25.971,1:25.269,2020
11,1,1:26.620,1:25.390,1:25.525,2020
11,830,1:26.319,1:25.467,1:25.562,2020
11,844,1:26.857,1:26.240,1:26.035,2020
11,848,1:27.126,1:26.285,1:26.047,2020
11,817,1:26.836,1:26.096,1:26.223,2020
11,839,1:27.086,1:26.364,1:26.242,2020
11,846,1:26.829,1:26.316,1:26.458,2020
11,815,1:27.120,1:26.330,1:26.704,2020
11,832,1:27.378,1:26.361,1:26.709,2020
11,20,1:27.107,1:26.738,,2020
11,842,1:27.072,1:26.776,,2020
11,826,1:27.285,1:26.848,,2020
11,841,1:27.532,1:26.936,,2020
11,825,1:27.231,1:27.125,,2020
11,154,1:27.552,,,2020
11,847,1:27.564,,,2020
11,849,1:27.812,,,2020
11,8,1:27.817,,,2020
11,807,1:28.021,,,2020
12,840,1:17.667,1:17.626,,2020
12,839,1:17.775,1:17.614,,2020
12,817,1:17.621,1:17.481,,2020
12,842,1:17.209,1:17.367,1:17.803,2020
12,846,1:17.547,1:17.321,1:17.525,2020
12,832,1:17.627,1:17.183,1:17.520,2020
12,848,1:17.435,1:17.411,1:17.437,2020
12,815,1:17.370,1:17.129,1:17.223,2020
12,844,1:17.421,1:17.367,1:17.090,2020
12,830,1:16.879,1:17.038,1:16.904,2020
12,822,1:16.945,1:16.466,1:16.754,2020
12,1,1:16.828,1:16.824,1:16.652,2020
12,826,1:17.841,1:17.728,,2020
12,847,1:17.931,1:17.788,,2020
12,20,1:17.446,1:17.919,,2020
12,8,1:18.201,,,2020
12,841,1:18.323,,,2020
12,154,1:18.364,,,2020
12,825,1:18.508,,,2020
12,849,1:18.777,,,2020
13,822,1:14.221,1:14.585,1:13.609,2020
13,1,1:14.229,1:14.643,1:13.706,2020
13,830,1:15.034,1:14.974,1:14.176,2020
13,842,1:15.183,1:14.681,1:14.502,2020
13,817,1:15.474,1:14.953,1:14.520,2020
13,848,1:15.402,1:14.745,1:14.572,2020
13,844,1:15.123,1:15.017,1:14.616,2020
13,826,1:15.412,1:15.022,1:14.696,2020
13,846,1:15.274,1:15.051,1:14.814,2020
13,832,1:15.528,1:15.027,1:14.911,2020
13,815,1:15.407,1:15.061,,2020
13,839,1:15.352,1:15.201,,2020
13,847,1:15.760,1:15.323,,2020
13,20,1:15.571,1:15.385,,2020
13,840,1:15.822,1:15.494,,2020
13,154,1:15.918,,,2020
13,825,1:15.939,,,2020
13,8,1:15.953,,,2020
13,849,1:15.987,,,2020
13,841,1:16.208,,,2020
14,840,2:07.467,1:53.372,1:47.765,2020
14,830,1:57.485,1:50.293,1:48.055,2020
14,815,2:07.614,1:54.097,1:49.321,2020
14,848,1:59.431,1:52.282,1:50.448,2020
14,817,2:05.598,1:54.278,1:51.595,2020
14,1,2:07.599,1:52.709,1:52.560,2020
14,839,2:06.115,1:53.657,1:52.622,2020
14,8,2:01.249,1:53.793,1:52.745,2020
14,822,2:07.001,1:53.767,1:53.258,2020
14,841,2:07.341,1:53.431,1:57.226,2020
14,846,2:07.167,1:54.945,,2020
14,20,2:03.356,1:55.169,,2020
14,832,2:07.489,1:55.410,,2020
14,844,2:04.464,1:56.696,,2020
14,842,2:05.579,1:58.556,,2020
14,825,2:08.007,,,2020
14,826,2:09.070,,,2020
14,847,2:10.017,,,2020
14,154,2:12.909,,,2020
14,849,2:21.611,,,2020
15,1,1:28.343,1:27.586,1:27.264,2020
15,822,1:28.767,1:28.063,1:27.553,2020
15,830,1:28.885,1:28.025,1:27.678,2020
15,848,1:28.732,1:28.749,1:28.274,2020
15,815,1:29.178,1:28.894,1:28.322,2020
15,817,1:29.005,1:28.648,1:28.417,2020
15,839,1:29.203,1:28.937,1:28.419,2020
15,842,1:28.971,1:29.008,1:28.448,2020
15,846,1:29.464,1:28.877,1:28.542,2020
15,826,1:29.158,1:28.944,1:28.618,2020
15,20,1:29.142,1:29.149,,2020
15,844,1:29.137,1:29.165,,2020
15,840,1:28.679,1:29.557,,2020
15,847,1:29.294,1:31.218,,2020
15,832,1:28.975,,,2020
15,841,1:29.491,,,2020
15,8,1:29.810,,,2020
15,825,1:30.111,,,2020
15,154,1:30.138,,,2020
15,849,1:30.182,,,2020
16,822,0:53.904,0:53.803,0:53.377,2020
16,847,0:54.160,0:53.819,0:53.403,2020
16,830,0:54.037,0:53.647,0:53.433,2020
16,844,0:54.249,0:53.825,0:53.613,2020
16,815,0:54.236,0:53.787,0:53.790,2020
16,826,0:54.346,0:53.856,0:53.906,2020
16,817,0:54.388,0:53.871,0:53.957,2020
16,832,0:54.450,0:53.818,0:54.010,2020
16,842,0:54.207,0:53.941,0:54.154,2020
16,840,0:54.595,0:53.840,0:54.200,2020
16,839,0:54.309,0:53.995,,2020
16,848,0:54.620,0:54.026,,2020
16,20,0:54.301,0:54.175,,2020
16,841,0:54.523,0:54.377,,2020
16,846,0:54.194,0:54.693,,2020
16,825,0:54.705,,,2020
16,849,0:54.796,,,2020
16,851,0:54.892,,,2020
16,8,0:54.963,,,2020
16,850,0:55.426,,,2020
17,830,1:35.993,1:35.641,1:35.246,2020
17,822,1:35.699,1:35.527,1:35.271,2020
17,1,1:35.528,1:35.466,1:35.332,2020
17,846,1:36.016,1:35.849,1:35.497,2020
17,848,1:36.106,1:35.654,1:35.571,2020
17,832,1:36.517,1:36.192,1:35.815,2020
17,826,1:36.459,1:36.214,1:35.963,2020
17,840,1:36.502,1:36.143,1:36.046,2020
17,844,1:35.881,1:35.932,1:36.065,2020
17,842,1:36.545,1:36.282,1:36.242,2020
17,839,1:36.783,1:36.359,,2020
17,817,1:36.704,1:36.406,,2020
17,20,1:36.655,1:36.631,,2020
17,841,1:37.075,1:38.248,,2020
17,815,1:36.034,,,2020
17,8,1:37.555,,,2020
17,825,1:37.863,,,2020
17,847,1:38.045,,,2020
17,850,1:38.173,,,2020
17,849,1:38.443,,,2020
1,830,1:30.499,1:30.318,1:28.997,2021
1,1,1:30.617,1:30.085,1:29.385,2021
1,822,1:31.200,1:30.186,1:29.586,2021
1,844,1:30.691,1:30.010,1:29.678,2021
1,842,1:30.848,1:30.513,1:29.809,2021
1,817,1:30.795,1:30.222,1:29.927,2021
1,846,1:30.902,1:30.099,1:29.974,2021
1,832,1:31.653,1:30.009,1:30.215,2021
1,4,1:30.863,1:30.595,1:30.249,2021
1,840,1:31.261,1:30.624,1:30.601,2021
1,815,1:31.165,1:30.659,,2021
1,841,1:30.998,1:30.708,,2021
1,852,1:30.607,1:31.203,,2021
1,8,1:31.547,1:31.238,,2021
1,847,1:31.316,1:33.430,,2021
1,839,1:31.724,,,2021
1,849,1:31.936,,,2021
1,20,1:32.056,,,2021
1,854,1:32.449,,,2021
1,853,1:33.273,,,2021
2,1,1:14.823,1:14.817,1:14.411,2021
2,815,1:15.395,1:14.716,1:14.446,2021
2,830,1:15.109,1:14.884,1:14.498,2021
2,844,1:15.413,1:14.808,1:14.740,2021
2,842,1:15.548,1:14.927,1:14.790,2021
2,817,1:15.669,1:15.033,1:14.826,2021
2,846,1:15.009,1:14.718,1:14.875,2021
2,822,1:14.672,1:14.905,1:14.898,2021
2,839,1:15.385,1:15.117,1:15.210,2021
2,840,1:15.522,1:15.138,,2021
2,832,1:15.406,1:15.199,,2021
2,847,1:15.826,1:15.261,,2021
2,20,1:15.459,1:15.394,,2021
2,849,1:15.653,1:15.593,,2021
2,4,1:15.832,1:15.593,,2021
2,8,1:15.974,,,2021
2,841,1:16.122,,,2021
2,854,1:16.279,,,2021
2,853,1:16.797,,,2021
2,852,,,,2021
3,822,1:18.722,1:18.458,1:18.348,2021
3,1,1:18.857,1:17.968,1:18.355,2021
3,830,1:19.485,1:18.650,1:18.746,2021
3,815,1:19.337,1:18.845,1:18.890,2021
3,832,1:19.309,1:18.813,1:19.039,2021
3,839,1:19.092,1:18.586,1:19.042,2021
3,846,1:18.794,1:18.481,1:19.116,2021
3,844,1:19.373,1:18.769,1:19.306,2021
3,842,1:19.464,1:19.052,1:19.475,2021
3,20,1:19.403,1:18.970,1:19.659,2021
3,847,1:19.797,1:19.109,,2021
3,841,1:19.410,1:19.216,,2021
3,4,1:19.728,1:19.456,,2021
3,852,1:19.684,1:19.463,,2021
3,8,1:19.748,1:19.812,,2021
3,817,1:19.839,,,2021
3,840,1:19.913,,,2021
3,849,1:20.285,,,2021
3,854,1:20.452,,,2021
3,853,1:20.912,,,2021
4,1,1:18.245,1:17.166,1:16.741,2021
4,830,1:18.090,1:16.922,1:16.777,2021
4,822,1:18.005,1:17.142,1:16.873,2021
4,844,1:18.041,1:17.717,1:17.510,2021
4,839,1:18.281,1:17.743,1:17.580,2021
4,832,1:18.205,1:17.656,1:17.620,2021
4,817,1:18.264,1:17.719,1:17.622,2021
4,815,1:18.203,1:17.669,1:17.701,2021
4,846,1:17.821,1:17.696,1:18.010,2021
4,4,1:18.281,1:17.966,1:18.147,2021
4,840,1:18.241,1:17.974,,2021
4,842,1:18.190,1:17.982,,2021
4,20,1:18.289,1:18.079,,2021
4,841,1:18.549,1:18.356,,2021
4,847,1:18.445,1:19.154,,2021
4,852,1:18.556,,,2021
4,8,1:18.917,,,2021
4,854,1:19.117,,,2021
4,849,1:19.219,,,2021
4,853,1:19.807,,,2021
5,844,1:11.113,1:10.597,1:10.346,2021
5,830,1:11.124,1:10.650,1:10.576,2021
5,822,1:10.938,1:10.695,1:10.601,2021
5,832,1:11.324,1:10.806,1:10.611,2021
5,846,1:11.321,1:11.031,1:10.620,2021
5,842,1:11.560,1:11.179,1:10.900,2021
5,1,1:11.622,1:11.116,1:11.095,2021
5,20,1:12.078,1:11.309,1:11.419,2021
5,815,1:11.644,1:11.019,1:11.573,2021
5,841,1:11.658,1:11.409,1:11.779,2021
5,839,1:11.740,1:11.486,,2021
5,817,1:11.747,1:11.598,,2021
5,840,1:11.979,1:11.600,,2021
5,8,1:11.899,1:11.642,,2021
5,847,1:12.016,1:11.830,,2021
5,852,1:12.096,,,2021
5,4,1:12.205,,,2021
5,849,1:12.366,,,2021
5,853,1:12.958,,,2021
6,844,1:42.241,1:41.659,1:41.218,2021
6,1,1:41.545,1:41.634,1:41.450,2021
6,830,1:41.760,1:41.625,1:41.563,2021
6,842,1:42.288,1:41.932,1:41.565,2021
6,832,1:42.121,1:41.740,1:41.576,2021
6,846,1:42.167,1:41.813,1:41.747,2021
6,815,1:41.968,1:41.630,1:41.917,2021
6,852,1:42.521,1:41.654,1:42.211,2021
6,4,1:42.934,1:42.195,1:42.327,2021
6,822,1:42.701,1:42.106,1:42.659,2021
6,20,1:42.460,1:42.224,,2021
6,839,1:42.426,1:42.273,,2021
6,817,1:42.304,1:42.558,,2021
6,8,1:42.923,1:42.587,,2021
6,847,1:42.728,1:42.758,,2021
6,849,1:43.128,,,2021
6,854,1:44.158,,,2021
6,853,1:44.238,,,2021
6,840,,,,2021
6,841,,,,2021
7,830,1:31.001,1:31.080,1:29.990,2021
7,1,1:31.237,1:30.788,1:30.248,2021
7,822,1:31.669,1:30.735,1:30.376,2021
7,815,1:31.560,1:30.971,1:30.445,2021
7,832,1:32.079,1:31.146,1:30.840,2021
7,842,1:31.898,1:31.353,1:30.868,2021
7,844,1:32.209,1:31.567,1:30.987,2021
7,846,1:31.733,1:31.542,1:31.252,2021
7,4,1:32.158,1:31.549,1:31.340,2021
7,817,1:32.181,1:31.615,1:31.382,2021
7,839,1:32.139,1:31.736,,2021
7,20,1:32.132,1:31.767,,2021
7,841,1:32.722,1:31.813,,2021
7,847,1:33.060,1:32.065,,2021
7,854,1:32.942,,,2021
7,849,1:33.062,,,2021
7,8,1:33.354,,,2021
7,853,1:33.554,,,2021
7,840,,,,2021
7,852,,,,2021
8,830,1:04.489,1:04.433,1:03.841,2021
8,822,1:04.537,1:04.443,1:04.035,2021
8,1,1:04.672,1:04.512,1:04.067,2021
8,846,1:04.584,1:04.298,1:04.120,2021
8,815,1:04.638,1:04.197,1:04.168,2021
8,842,1:04.765,1:04.429,1:04.236,2021
8,844,1:04.745,1:04.646,1:04.472,2021
8,852,1:04.608,1:04.631,1:04.514,2021
8,4,1:04.971,1:04.582,1:04.574,2021
8,840,1:04.821,1:04.663,1:04.708,2021
8,847,1:05.033,1:04.671,,2021
8,832,1:04.859,1:04.800,,2021
8,817,1:05.142,1:04.808,,2021
8,20,1:05.051,1:04.875,,2021
8,841,1:05.092,1:04.913,,2021
8,849,1:05.175,,,2021
8,839,1:05.217,,,2021
8,8,1:05.429,,,2021
8,854,1:06.041,,,2021
8,853,1:06.192,,,2021
9,830,1:04.249,1:03.927,1:03.720,2021
9,846,1:04.345,1:04.415,1:03.768,2021
9,815,1:04.833,1:04.483,1:03.990,2021
9,1,1:04.506,1:04.258,1:04.014,2021
9,822,1:04.563,1:04.376,1:04.049,2021
9,842,1:04.841,1:04.412,1:04.107,2021
9,852,1:04.967,1:04.518,1:04.273,2021
9,20,1:04.846,1:04.493,1:04.570,2021
9,847,1:04.907,1:04.553,1:04.591,2021
9,840,1:04.927,1:04.547,1:04.618,2021
9,832,1:04.596,1:04.559,,2021
9,844,1:04.906,1:04.600,,2021
9,817,1:04.977,1:04.719,,2021
9,4,1:04.472,1:04.856,,2021
9,841,1:04.782,1:05.083,,2021
9,8,1:05.009,,,2021
9,839,1:05.051,,,2021
9,849,1:05.195,,,2021
9,854,1:05.427,,,2021
9,853,1:05.951,,,2021
10,1,1:26.786,1:26.023,1:26.134,2021
10,830,1:26.751,1:26.315,1:26.209,2021
10,822,1:27.487,1:26.764,1:26.328,2021
10,844,1:27.051,1:26.919,1:26.828,2021
10,815,1:27.121,1:27.073,1:26.844,2021
10,846,1:27.444,1:27.220,1:26.897,2021
10,817,1:27.323,1:27.125,1:26.899,2021
10,847,1:27.671,1:27.080,1:26.971,2021
10,832,1:27.337,1:26.848,1:27.007,2021
10,20,1:27.493,1:27.103,1:27.179,2021
10,4,1:27.580,1:27.245,,2021
10,842,1:27.600,1:27.273,,2021
10,839,1:27.415,1:27.340,,2021
10,841,1:27.595,1:27.617,,2021
10,840,1:28.017,1:27.665,,2021
10,852,1:28.043,,,2021
10,8,1:28.062,,,2021
10,849,1:28.254,,,2021
10,854,1:28.738,,,2021
10,853,1:29.051,,,2021
11,1,1:16.424,1:16.553,1:15.419,2021
11,822,1:16.569,1:16.702,1:15.734,2021
11,830,1:16.214,1:15.650,1:15.840,2021
11,815,1:17.233,1:16.443,1:16.421,2021
11,842,1:16.874,1:16.394,1:16.483,2021
11,846,1:17.081,1:16.385,1:16.489,2021
11,844,1:17.084,1:16.574,1:16.496,2021
11,839,1:17.367,1:16.766,1:16.653,2021
11,4,1:17.123,1:16.541,1:16.715,2021
11,20,1:17.105,1:16.794,1:16.750,2021
11,817,1:17.664,1:16.871,,2021
11,840,1:17.038,1:16.893,,2021
11,8,1:17.553,1:17.564,,2021
11,841,1:17.776,1:17.583,,2021
11,832,1:16.649,,,2021
11,852,1:17.919,,,2021
11,847,1:17.944,,,2021
11,849,1:18.036,,,2021
11,853,1:18.922,,,2021
11,854,,,,2021
12,830,1:58.717,1:56.559,1:59.765,2021
12,847,1:59.864,1:56.950,2:00.086,2021
12,1,1:59.218,1:56.229,2:00.099,2021
12,817,2:01.583,1:57.127,2:00.864,2021
12,20,2:00.175,1:56.814,2:00.935,2021
12,842,2:00.387,1:56.440,2:01.164,2021
12,815,1:59.334,1:56.886,2:02.112,2021
12,822,1:59.870,1:56.295,2:02.502,2021
12,839,2:01.824,1:57.354,2:03.513,2021
12,846,1:58.301,1:56.025,,2021
12,844,2:00.728,1:57.721,,2021
12,849,2:00.966,1:58.056,,2021
12,832,2:01.184,1:58.137,,2021
12,4,2:01.653,1:58.205,,2021
12,840,2:01.597,1:58.231,,2021
12,841,2:02.306,,,2021
12,852,2:02.413,,,2021
12,854,2:03.973,,,2021
12,8,2:04.452,,,2021
12,853,2:04.939,,,2021
13,830,1:10.036,1:09.071,1:08.885,2021
13,1,1:10.114,1:09.726,1:08.923,2021
13,822,1:10.219,1:09.769,1:09.222,2021
13,842,1:10.274,1:09.541,1:09.478,2021
13,844,1:09.829,1:09.437,1:09.527,2021
13,832,1:10.022,1:09.870,1:09.537,2021
13,841,1:10.050,1:10.033,1:09.590,2021
13,839,1:10.179,1:09.919,1:09.933,2021
13,4,1:10.435,1:10.020,1:09.956,2021
13,817,1:10.255,1:09.865,1:10.166,2021
13,847,1:10.382,1:10.332,,2021
13,840,1:10.438,1:10.367,,2021
13,846,1:10.489,1:10.406,,2021
13,849,1:10.093,1:11.161,,2021
13,852,1:10.462,1:11.314,,2021
13,815,1:10.530,,,2021
13,20,1:10.731,,,2021
13,9,1:11.301,,,2021
13,854,1:11.387,,,2021
13,853,1:11.875,,,2021
14,822,1:20.685,1:20.032,1:19.555,2021
14,1,1:20.543,1:19.936,1:19.651,2021
14,830,1:21.035,1:20.229,1:19.966,2021
14,846,1:20.916,1:20.059,1:19.989,2021
14,817,1:21.292,1:20.435,1:19.995,2021
14,842,1:21.440,1:20.556,1:20.260,2021
14,832,1:21.118,1:20.750,1:20.462,2021
14,844,1:21.219,1:20.767,1:20.510,2021
